macro_domain,subdomain,micro_domain,audience_hint,problem_hint,format_hint,risk_level,priority,language,country,notes
chronische_erkrankung,chronische_erkrankung_v2_sub_1,Chronische Erkrankung praxisbuch für Anfaenger,anfaenger,keine vorkenntnisse nötig,praxisbuch,low,60,de,DE,auto v2 #616
chronische_erkrankung,chronische_erkrankung_v2_sub_1,Chronische Erkrankung arbeitsbuch für Einsteiger,einsteiger,mit vielen beispielen,arbeitsbuch,low,61,de,DE,auto v2 #617
chronische_erkrankung,chronische_erkrankung_v2_sub_2,Chronische Erkrankung ratgeber für Erwachsene,erwachsene,mit vielen beispielen,ratgeber,low,62,de,DE,auto v2 #618
chronische_erkrankung,chronische_erkrankung_v2_sub_3,Chronische Erkrankung checkliste für Familien,familien,mit vielen beispielen,checkliste,low,63,de,DE,auto v2 #619
chronische_erkrankung,chronische_erkrankung_v2_sub_4,Chronische Erkrankung planer für Berufstaetige,berufstaetige,mit vielen beispielen,planer,low,64,de,DE,auto v2 #620
chronische_erkrankung,chronische_erkrankung_v2_sub_5,Chronische Erkrankung tagebuch für Studenten,studenten,mit vielen beispielen,tagebuch,low,65,de,DE,auto v2 #621
chronische_erkrankung,chronische_erkrankung_v2_sub_6,Chronische Erkrankung workbook für Senioren,senioren,mit vielen beispielen,workbook,low,61,de,DE,auto v2 #622
chronische_erkrankung,chronische_erkrankung_v2_sub_7,Chronische Erkrankung leitfaden für Eltern,eltern,mit vielen beispielen,leitfaden,low,62,de,DE,auto v2 #623
chronische_erkrankung,chronische_erkrankung_v2_sub_8,Chronische Erkrankung vorlagenbuch für Kleinunternehmer,kleinunternehmer,mit vielen beispielen,vorlagenbuch,low,63,de,DE,auto v2 #624
chronische_erkrankung,chronische_erkrankung_v2_sub_9,Chronische Erkrankung praxisbuch für Jugendliche,jugendliche,mit vielen beispielen,praxisbuch,low,64,de,DE,auto v2 #625
chronische_erkrankung,chronische_erkrankung_v2_sub_10,Chronische Erkrankung arbeitsbuch für Anfaenger,anfaenger,mit vielen beispielen,arbeitsbuch,low,65,de,DE,auto v2 #626
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung arbeitsbuch für Familien,familien,mit vielen beispielen,arbeitsbuch,low,58,de,DE,auto v2 #627
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung ratgeber für Berufstaetige,berufstaetige,schritt für schritt erklärt,ratgeber,low,59,de,DE,auto v2 #628
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung checkliste für Studenten,studenten,praktisch umsetzen,checkliste,low,60,de,DE,auto v2 #629
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung planer für Senioren,senioren,einfach und verständlich,planer,low,61,de,DE,auto v2 #630
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung tagebuch für Eltern,eltern,mit übungen und checklisten,tagebuch,low,62,de,DE,auto v2 #631
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung workbook für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,workbook,low,58,de,DE,auto v2 #632
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung leitfaden für Jugendliche,jugendliche,schnell und effektiv umsetzen,leitfaden,low,59,de,DE,auto v2 #633
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung vorlagenbuch für Anfaenger,anfaenger,keine vorkenntnisse nötig,vorlagenbuch,low,60,de,DE,auto v2 #634
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung praxisbuch für Einsteiger,einsteiger,mit vielen beispielen,praxisbuch,low,61,de,DE,auto v2 #635
digitale_ordnung,digitale_ordnung_v2_sub_1,Digitale Ordnung arbeitsbuch für Erwachsene,erwachsene,schritt für schritt erklärt,arbeitsbuch,low,62,de,DE,auto v2 #636
digitale_ordnung,digitale_ordnung_v2_sub_2,Digitale Ordnung ratgeber für Familien,familien,schritt für schritt erklärt,ratgeber,low,63,de,DE,auto v2 #637
digitale_ordnung,digitale_ordnung_v2_sub_3,Digitale Ordnung checkliste für Berufstaetige,berufstaetige,schritt für schritt erklärt,checkliste,low,64,de,DE,auto v2 #638
digitale_ordnung,digitale_ordnung_v2_sub_4,Digitale Ordnung planer für Studenten,studenten,schritt für schritt erklärt,planer,low,65,de,DE,auto v2 #639
digitale_ordnung,digitale_ordnung_v2_sub_5,Digitale Ordnung tagebuch für Senioren,senioren,schritt für schritt erklärt,tagebuch,low,66,de,DE,auto v2 #640
digitale_ordnung,digitale_ordnung_v2_sub_6,Digitale Ordnung workbook für Eltern,eltern,schritt für schritt erklärt,workbook,low,62,de,DE,auto v2 #641
digitale_ordnung,digitale_ordnung_v2_sub_7,Digitale Ordnung leitfaden für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,leitfaden,low,63,de,DE,auto v2 #642
digitale_ordnung,digitale_ordnung_v2_sub_8,Digitale Ordnung vorlagenbuch für Jugendliche,jugendliche,schritt für schritt erklärt,vorlagenbuch,low,64,de,DE,auto v2 #643
digitale_ordnung,digitale_ordnung_v2_sub_9,Digitale Ordnung praxisbuch für Anfaenger,anfaenger,schritt für schritt erklärt,praxisbuch,low,65,de,DE,auto v2 #644
digitale_ordnung,digitale_ordnung_v2_sub_10,Digitale Ordnung arbeitsbuch für Einsteiger,einsteiger,schritt für schritt erklärt,arbeitsbuch,low,66,de,DE,auto v2 #645
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind arbeitsbuch für Berufstaetige,berufstaetige,schritt für schritt erklärt,arbeitsbuch,low,59,de,DE,auto v2 #646
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind ratgeber für Studenten,studenten,praktisch umsetzen,ratgeber,low,60,de,DE,auto v2 #647
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind checkliste für Senioren,senioren,einfach und verständlich,checkliste,low,61,de,DE,auto v2 #648
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind planer für Eltern,eltern,mit übungen und checklisten,planer,low,62,de,DE,auto v2 #649
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind tagebuch für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,tagebuch,low,63,de,DE,auto v2 #650
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind workbook für Jugendliche,jugendliche,schnell und effektiv umsetzen,workbook,low,59,de,DE,auto v2 #651
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind leitfaden für Anfaenger,anfaenger,keine vorkenntnisse nötig,leitfaden,low,60,de,DE,auto v2 #652
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind vorlagenbuch für Einsteiger,einsteiger,mit vielen beispielen,vorlagenbuch,low,61,de,DE,auto v2 #653
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind praxisbuch für Erwachsene,erwachsene,schritt für schritt erklärt,praxisbuch,low,62,de,DE,auto v2 #654
eltern_kind,eltern_kind_v2_sub_1,Eltern Kind arbeitsbuch für Familien,familien,praktisch umsetzen,arbeitsbuch,low,63,de,DE,auto v2 #655
eltern_kind,eltern_kind_v2_sub_2,Eltern Kind ratgeber für Berufstaetige,berufstaetige,praktisch umsetzen,ratgeber,low,64,de,DE,auto v2 #656
eltern_kind,eltern_kind_v2_sub_3,Eltern Kind checkliste für Studenten,studenten,praktisch umsetzen,checkliste,low,65,de,DE,auto v2 #657
eltern_kind,eltern_kind_v2_sub_4,Eltern Kind planer für Senioren,senioren,praktisch umsetzen,planer,low,66,de,DE,auto v2 #658
eltern_kind,eltern_kind_v2_sub_5,Eltern Kind tagebuch für Eltern,eltern,praktisch umsetzen,tagebuch,low,67,de,DE,auto v2 #659
eltern_kind,eltern_kind_v2_sub_6,Eltern Kind workbook für Kleinunternehmer,kleinunternehmer,praktisch umsetzen,workbook,low,63,de,DE,auto v2 #660
eltern_kind,eltern_kind_v2_sub_7,Eltern Kind leitfaden für Jugendliche,jugendliche,praktisch umsetzen,leitfaden,low,64,de,DE,auto v2 #661
eltern_kind,eltern_kind_v2_sub_8,Eltern Kind vorlagenbuch für Anfaenger,anfaenger,praktisch umsetzen,vorlagenbuch,low,65,de,DE,auto v2 #662
eltern_kind,eltern_kind_v2_sub_9,Eltern Kind praxisbuch für Einsteiger,einsteiger,praktisch umsetzen,praxisbuch,low,66,de,DE,auto v2 #663
eltern_kind,eltern_kind_v2_sub_10,Eltern Kind arbeitsbuch für Erwachsene,erwachsene,praktisch umsetzen,arbeitsbuch,low,67,de,DE,auto v2 #664
energie,energie_v2_sub_1,Energie arbeitsbuch für Studenten,studenten,praktisch umsetzen,arbeitsbuch,low,60,de,DE,auto v2 #665
energie,energie_v2_sub_1,Energie ratgeber für Senioren,senioren,einfach und verständlich,ratgeber,low,61,de,DE,auto v2 #666
energie,energie_v2_sub_1,Energie checkliste für Eltern,eltern,mit übungen und checklisten,checkliste,low,62,de,DE,auto v2 #667
energie,energie_v2_sub_1,Energie planer für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,planer,low,63,de,DE,auto v2 #668
energie,energie_v2_sub_1,Energie tagebuch für Jugendliche,jugendliche,schnell und effektiv umsetzen,tagebuch,low,64,de,DE,auto v2 #669
energie,energie_v2_sub_1,Energie workbook für Anfaenger,anfaenger,keine vorkenntnisse nötig,workbook,low,60,de,DE,auto v2 #670
energie,energie_v2_sub_1,Energie leitfaden für Einsteiger,einsteiger,mit vielen beispielen,leitfaden,low,61,de,DE,auto v2 #671
energie,energie_v2_sub_1,Energie vorlagenbuch für Erwachsene,erwachsene,schritt für schritt erklärt,vorlagenbuch,low,62,de,DE,auto v2 #672
energie,energie_v2_sub_1,Energie praxisbuch für Familien,familien,praktisch umsetzen,praxisbuch,low,63,de,DE,auto v2 #673
energie,energie_v2_sub_1,Energie arbeitsbuch für Berufstaetige,berufstaetige,einfach und verständlich,arbeitsbuch,low,64,de,DE,auto v2 #674
energie,energie_v2_sub_2,Energie ratgeber für Studenten,studenten,einfach und verständlich,ratgeber,low,65,de,DE,auto v2 #675
energie,energie_v2_sub_3,Energie checkliste für Senioren,senioren,einfach und verständlich,checkliste,low,66,de,DE,auto v2 #676
energie,energie_v2_sub_4,Energie planer für Eltern,eltern,einfach und verständlich,planer,low,67,de,DE,auto v2 #677
energie,energie_v2_sub_5,Energie tagebuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,tagebuch,low,68,de,DE,auto v2 #678
energie,energie_v2_sub_6,Energie workbook für Jugendliche,jugendliche,einfach und verständlich,workbook,low,64,de,DE,auto v2 #679
energie,energie_v2_sub_7,Energie leitfaden für Anfaenger,anfaenger,einfach und verständlich,leitfaden,low,65,de,DE,auto v2 #680
energie,energie_v2_sub_8,Energie vorlagenbuch für Einsteiger,einsteiger,einfach und verständlich,vorlagenbuch,low,66,de,DE,auto v2 #681
energie,energie_v2_sub_9,Energie praxisbuch für Erwachsene,erwachsene,einfach und verständlich,praxisbuch,low,67,de,DE,auto v2 #682
energie,energie_v2_sub_10,Energie arbeitsbuch für Familien,familien,einfach und verständlich,arbeitsbuch,low,68,de,DE,auto v2 #683
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte arbeitsbuch für Senioren,senioren,einfach und verständlich,arbeitsbuch,low,61,de,DE,auto v2 #684
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte ratgeber für Eltern,eltern,mit übungen und checklisten,ratgeber,low,62,de,DE,auto v2 #685
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte checkliste für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,checkliste,low,63,de,DE,auto v2 #686
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte planer für Jugendliche,jugendliche,schnell und effektiv umsetzen,planer,low,64,de,DE,auto v2 #687
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte tagebuch für Anfaenger,anfaenger,keine vorkenntnisse nötig,tagebuch,low,65,de,DE,auto v2 #688
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte workbook für Einsteiger,einsteiger,mit vielen beispielen,workbook,low,61,de,DE,auto v2 #689
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte leitfaden für Erwachsene,erwachsene,schritt für schritt erklärt,leitfaden,low,62,de,DE,auto v2 #690
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte vorlagenbuch für Familien,familien,praktisch umsetzen,vorlagenbuch,low,63,de,DE,auto v2 #691
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte praxisbuch für Berufstaetige,berufstaetige,einfach und verständlich,praxisbuch,low,64,de,DE,auto v2 #692
familiengeschichte,familiengeschichte_v2_sub_1,Familiengeschichte arbeitsbuch für Studenten,studenten,mit übungen und checklisten,arbeitsbuch,low,65,de,DE,auto v2 #693
familiengeschichte,familiengeschichte_v2_sub_2,Familiengeschichte ratgeber für Senioren,senioren,mit übungen und checklisten,ratgeber,low,66,de,DE,auto v2 #694
familiengeschichte,familiengeschichte_v2_sub_3,Familiengeschichte checkliste für Eltern,eltern,mit übungen und checklisten,checkliste,low,67,de,DE,auto v2 #695
familiengeschichte,familiengeschichte_v2_sub_4,Familiengeschichte planer für Kleinunternehmer,kleinunternehmer,mit übungen und checklisten,planer,low,68,de,DE,auto v2 #696
familiengeschichte,familiengeschichte_v2_sub_5,Familiengeschichte tagebuch für Jugendliche,jugendliche,mit übungen und checklisten,tagebuch,low,69,de,DE,auto v2 #697
familiengeschichte,familiengeschichte_v2_sub_6,Familiengeschichte workbook für Anfaenger,anfaenger,mit übungen und checklisten,workbook,low,65,de,DE,auto v2 #698
familiengeschichte,familiengeschichte_v2_sub_7,Familiengeschichte leitfaden für Einsteiger,einsteiger,mit übungen und checklisten,leitfaden,low,66,de,DE,auto v2 #699
familiengeschichte,familiengeschichte_v2_sub_8,Familiengeschichte vorlagenbuch für Erwachsene,erwachsene,mit übungen und checklisten,vorlagenbuch,low,67,de,DE,auto v2 #700
familiengeschichte,familiengeschichte_v2_sub_9,Familiengeschichte praxisbuch für Familien,familien,mit übungen und checklisten,praxisbuch,low,68,de,DE,auto v2 #701
familiengeschichte,familiengeschichte_v2_sub_10,Familiengeschichte arbeitsbuch für Berufstaetige,berufstaetige,mit übungen und checklisten,arbeitsbuch,low,69,de,DE,auto v2 #702
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video arbeitsbuch für Eltern,eltern,mit übungen und checklisten,arbeitsbuch,low,62,de,DE,auto v2 #703
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video ratgeber für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,ratgeber,low,63,de,DE,auto v2 #704
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video checkliste für Jugendliche,jugendliche,schnell und effektiv umsetzen,checkliste,low,64,de,DE,auto v2 #705
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video planer für Anfaenger,anfaenger,keine vorkenntnisse nötig,planer,low,65,de,DE,auto v2 #706
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video tagebuch für Einsteiger,einsteiger,mit vielen beispielen,tagebuch,low,66,de,DE,auto v2 #707
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video workbook für Erwachsene,erwachsene,schritt für schritt erklärt,workbook,low,62,de,DE,auto v2 #708
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video leitfaden für Familien,familien,praktisch umsetzen,leitfaden,low,63,de,DE,auto v2 #709
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video vorlagenbuch für Berufstaetige,berufstaetige,einfach und verständlich,vorlagenbuch,low,64,de,DE,auto v2 #710
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video praxisbuch für Studenten,studenten,mit übungen und checklisten,praxisbuch,low,65,de,DE,auto v2 #711
fotografie_video,fotografie_video_v2_sub_1,Fotografie Video arbeitsbuch für Senioren,senioren,für den alltag optimiert,arbeitsbuch,low,66,de,DE,auto v2 #712
fotografie_video,fotografie_video_v2_sub_2,Fotografie Video ratgeber für Eltern,eltern,für den alltag optimiert,ratgeber,low,67,de,DE,auto v2 #713
fotografie_video,fotografie_video_v2_sub_3,Fotografie Video checkliste für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,checkliste,low,68,de,DE,auto v2 #714
fotografie_video,fotografie_video_v2_sub_4,Fotografie Video planer für Jugendliche,jugendliche,für den alltag optimiert,planer,low,69,de,DE,auto v2 #715
fotografie_video,fotografie_video_v2_sub_5,Fotografie Video tagebuch für Anfaenger,anfaenger,für den alltag optimiert,tagebuch,low,70,de,DE,auto v2 #716
fotografie_video,fotografie_video_v2_sub_6,Fotografie Video workbook für Einsteiger,einsteiger,für den alltag optimiert,workbook,low,66,de,DE,auto v2 #717
fotografie_video,fotografie_video_v2_sub_7,Fotografie Video leitfaden für Erwachsene,erwachsene,für den alltag optimiert,leitfaden,low,67,de,DE,auto v2 #718
fotografie_video,fotografie_video_v2_sub_8,Fotografie Video vorlagenbuch für Familien,familien,für den alltag optimiert,vorlagenbuch,low,68,de,DE,auto v2 #719
fotografie_video,fotografie_video_v2_sub_9,Fotografie Video praxisbuch für Berufstaetige,berufstaetige,für den alltag optimiert,praxisbuch,low,69,de,DE,auto v2 #720
fotografie_video,fotografie_video_v2_sub_10,Fotografie Video arbeitsbuch für Studenten,studenten,für den alltag optimiert,arbeitsbuch,low,70,de,DE,auto v2 #721
haushalt,haushalt_v2_sub_1,Haushalt arbeitsbuch für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,arbeitsbuch,low,63,de,DE,auto v2 #722
haushalt,haushalt_v2_sub_1,Haushalt ratgeber für Jugendliche,jugendliche,schnell und effektiv umsetzen,ratgeber,low,64,de,DE,auto v2 #723
haushalt,haushalt_v2_sub_1,Haushalt checkliste für Anfaenger,anfaenger,keine vorkenntnisse nötig,checkliste,low,65,de,DE,auto v2 #724
haushalt,haushalt_v2_sub_1,Haushalt planer für Einsteiger,einsteiger,mit vielen beispielen,planer,low,66,de,DE,auto v2 #725
haushalt,haushalt_v2_sub_1,Haushalt tagebuch für Erwachsene,erwachsene,schritt für schritt erklärt,tagebuch,low,67,de,DE,auto v2 #726
haushalt,haushalt_v2_sub_1,Haushalt workbook für Familien,familien,praktisch umsetzen,workbook,low,63,de,DE,auto v2 #727
haushalt,haushalt_v2_sub_1,Haushalt leitfaden für Berufstaetige,berufstaetige,einfach und verständlich,leitfaden,low,64,de,DE,auto v2 #728
haushalt,haushalt_v2_sub_1,Haushalt vorlagenbuch für Studenten,studenten,mit übungen und checklisten,vorlagenbuch,low,65,de,DE,auto v2 #729
haushalt,haushalt_v2_sub_1,Haushalt praxisbuch für Senioren,senioren,für den alltag optimiert,praxisbuch,low,66,de,DE,auto v2 #730
haushalt,haushalt_v2_sub_1,Haushalt arbeitsbuch für Eltern,eltern,schnell und effektiv umsetzen,arbeitsbuch,low,67,de,DE,auto v2 #731
haushalt,haushalt_v2_sub_2,Haushalt ratgeber für Kleinunternehmer,kleinunternehmer,schnell und effektiv umsetzen,ratgeber,low,68,de,DE,auto v2 #732
haushalt,haushalt_v2_sub_3,Haushalt checkliste für Jugendliche,jugendliche,schnell und effektiv umsetzen,checkliste,low,69,de,DE,auto v2 #733
haushalt,haushalt_v2_sub_4,Haushalt planer für Anfaenger,anfaenger,schnell und effektiv umsetzen,planer,low,70,de,DE,auto v2 #734
haushalt,haushalt_v2_sub_5,Haushalt tagebuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,tagebuch,low,71,de,DE,auto v2 #735
haushalt,haushalt_v2_sub_6,Haushalt workbook für Erwachsene,erwachsene,schnell und effektiv umsetzen,workbook,low,67,de,DE,auto v2 #736
haushalt,haushalt_v2_sub_7,Haushalt leitfaden für Familien,familien,schnell und effektiv umsetzen,leitfaden,low,68,de,DE,auto v2 #737
haushalt,haushalt_v2_sub_8,Haushalt vorlagenbuch für Berufstaetige,berufstaetige,schnell und effektiv umsetzen,vorlagenbuch,low,69,de,DE,auto v2 #738
haushalt,haushalt_v2_sub_9,Haushalt praxisbuch für Studenten,studenten,schnell und effektiv umsetzen,praxisbuch,low,70,de,DE,auto v2 #739
haushalt,haushalt_v2_sub_10,Haushalt arbeitsbuch für Senioren,senioren,schnell und effektiv umsetzen,arbeitsbuch,low,71,de,DE,auto v2 #740
hobby,hobby_v2_sub_1,Hobby arbeitsbuch für Jugendliche,jugendliche,schnell und effektiv umsetzen,arbeitsbuch,low,64,de,DE,auto v2 #741
hobby,hobby_v2_sub_1,Hobby ratgeber für Anfaenger,anfaenger,keine vorkenntnisse nötig,ratgeber,low,65,de,DE,auto v2 #742
hobby,hobby_v2_sub_1,Hobby checkliste für Einsteiger,einsteiger,mit vielen beispielen,checkliste,low,66,de,DE,auto v2 #743
hobby,hobby_v2_sub_1,Hobby planer für Erwachsene,erwachsene,schritt für schritt erklärt,planer,low,67,de,DE,auto v2 #744
hobby,hobby_v2_sub_1,Hobby tagebuch für Familien,familien,praktisch umsetzen,tagebuch,low,68,de,DE,auto v2 #745
hobby,hobby_v2_sub_1,Hobby workbook für Berufstaetige,berufstaetige,einfach und verständlich,workbook,low,64,de,DE,auto v2 #746
hobby,hobby_v2_sub_1,Hobby leitfaden für Studenten,studenten,mit übungen und checklisten,leitfaden,low,65,de,DE,auto v2 #747
hobby,hobby_v2_sub_1,Hobby vorlagenbuch für Senioren,senioren,für den alltag optimiert,vorlagenbuch,low,66,de,DE,auto v2 #748
